x_value,total_1,total_2 
6422,6905,4202
6423,6908,4205
6424,6913,4204
6425,6910,4202
6426,6906,4205
6427,6914,4209
6428,6914,4210
6429,6914,4216
6430,6914,4221
6431,6908,4227
6432,6913,4225
6433,6921,4226
6434,6916,4223
6435,6919,4225
6436,6914,4228
6437,6915,4234
6438,6915,4231
6439,6919,4233
6440,6918,4229
6441,6926,4234
6442,6932,4231
6443,6933,4235
6444,6941,4232
6445,6937,4232
6446,6934,4231
6447,6928,4232
6448,6925,4234
6449,6919,4234
6450,6922,4233
6451,6927,4234
6452,6926,4232
6453,6921,4228
6454,6919,4230
6455,6927,4234
6456,6934,4231
6457,6938,4233
6458,6942,4228
6459,6945,4223
6460,6939,4228
6461,6935,4234
6462,6941,4237
6463,6948,4234
6464,6943,4230
6465,6951,4226
6466,6952,4230
6467,6947,4225
6468,6943,4231
6469,6939,4231
6470,6940,4230
6471,6936,4234
6472,6941,4232
6473,6943,4229
6474,6938,4233
6475,6935,4234
6476,6935,4231
6477,6934,4231
6478,6932,4227
6479,6938,4227
6480,6933,4225
6481,6940,4223
6482,6934,4224
6483,6938,4224
6484,6939,4223
6485,6944,4229
6486,6940,4235
6487,6948,4241
6488,6944,4243
6489,6950,4249
6490,6958,4252
6491,6966,4251
6492,6970,4249
6493,6969,4245
6494,6975,4240
6495,6974,4245
6496,6973,4248
6497,6976,4243
6498,6977,4242
6499,6972,4239
6500,6973,4245
6501,6981,4246
6502,6985,4246
6503,6988,4244
6504,6995,4248
6505,6989,4247
6506,6984,4248
6507,6989,4249
6508,6996,4252
6509,6990,4258
6510,6992,4261
6511,6996,4258
6512,6993,4258
6513,6993,4255
6514,6993,4259
6515,7000,4259
6516,7000,4260
6517,7007,4264
6518,7013,4259
6519,7007,4260
6520,7009,4257
6521,7012,4257
6522,7013,4252
6523,7021,4247
6524,7019,4246
6525,7015,4250
6526,7012,4247
6527,7020,4253
6528,7023,4258
6529,7020,4256
6530,7021,4256
6531,7019,4256
6532,7014,4251
6533,7013,4256
6534,7010,4254
6535,7011,4257
6536,7013,4261
6537,7018,4260
6538,7023,4265
6539,7028,4268
6540,7034,4266
6541,7032,4265
6542,7039,4260
6543,7045,4259
6544,7047,4262
6545,7042,4265
6546,7044,4269
6547,7052,4270
6548,7058,4271
6549,7065,4274
6550,7072,4280
6551,7069,4275
6552,7064,4276
6553,7066,4273
6554,7066,4278
6555,7071,4279
6556,7076,4284
6557,7072,4281
6558,7073,4280
6559,7073,4275
6560,7075,4276
6561,7073,4272
6562,7071,4277
6563,7074,4281
6564,7071,4280
6565,7065,4281
6566,7071,4282
6567,7070,4284
6568,7066,4286
6569,7074,4284
6570,7070,4289
6571,7065,4289
6572,7063,4290
6573,7071,4290
6574,7073,4296
6575,7069,4292
6576,7076,4292
6577,7078,4296
6578,7073,4291
6579,7074,4294
6580,7073,4289
6581,7076,4287
6582,7072,4291
6583,7068,4295
6584,7075,4292
6585,7074,4296
6586,7073,4294
6587,7073,4300
6588,7077,4305
6589,7077,4305
6590,7084,4304
6591,7092,4300
6592,7096,4299
6593,7096,4295
6594,7098,4300
6595,7095,4299
6596,7089,4305
6597,7083,4308
6598,7089,4306
6599,7093,4309
6600,7097,4315
6601,7096,4310
6602,7098,4306
6603,7105,4309
6604,7111,4312
6605,7106,4308
6606,7104,4305
6607,7105,4310
6608,7100,4311
6609,7100,4310
6610,7105,4312
6611,7106,4318
6612,7111,4322
6613,7113,4319
6614,7110,4319
6615,7110,4314
6616,7110,4317
6617,7110,4314
6618,7116,4313
6619,7114,4319
6620,7120,4320
6621,7114,4315
6622,7118,4310
6623,7112,4316
6624,7109,4311
6625,7114,4311
6626,7117,4316
6627,7115,4311
6628,7112,4310
6629,7107,4314
6630,7108,4312
6631,7111,4313
6632,7118,4313
6633,7114,4309
6634,7118,4307
6635,7119,4312
6636,7118,4313
6637,7116,4315
6638,7115,4321
6639,7117,4324
6640,7116,4319
6641,7114,4319
6642,7110,4319
6643,7104,4320
6644,7110,4322
6645,7109,4328
6646,7104,4324
6647,7099,4322
6648,7098,4328
6649,7092,4326
6650,7089,4326
6651,7088,4331
6652,7089,4337
6653,7091,4341
6654,7086,4345
6655,7092,4343
6656,7088,4343
6657,7082,4342
6658,7089,4338
6659,7094,4338
6660,7099,4339
6661,7098,4344
6662,7105,4349
6663,7107,4347
6664,7106,4342
6665,7105,4342
6666,7108,4338
6667,7112,4341
6668,7116,4341
6669,7118,4339
6670,7118,4336
6671,7118,4334
6672,7114,4338
6673,7122,4335
6674,7128,4330
6675,7135,4332
6676,7143,4329
6677,7137,4335
6678,7135,4341
6679,7138,4337
6680,7139,4334
6681,7146,4334
6682,7140,4332
6683,7141,4329
6684,7145,4334
6685,7142,4331
6686,7148,4335
6687,7144,4335
6688,7141,4335
6689,7143,4340
6690,7151,4345
6691,7147,4346
6692,7143,4344
6693,7151,4340
6694,7149,4346
6695,7149,4352
6696,7156,4348
6697,7153,4349
6698,7158,4345
6699,7155,4351
6700,7149,4347
6701,7157,4342
6702,7156,4347
6703,7160,4349
6704,7158,4355
6705,7152,4352
6706,7147,4348
6707,7145,4354
6708,7149,4359
6709,7151,4364
6710,7153,4361
6711,7148,4362
6712,7144,4366
6713,7149,4371
6714,7156,4372
6715,7152,4367
6716,7151,4367
6717,7152,4364
6718,7154,4369
6719,7155,4367
6720,7157,4367
6721,7152,4373
6722,7146,4372
6723,7152,4378
6724,7151,4374
6725,7145,4376
6726,7147,4378
6727,7151,4374
6728,7151,4373
6729,7155,4372
6730,7163,4377
6731,7161,4375
6732,7162,4372
6733,7163,4372
6734,7161,4372
6735,7159,4369
6736,7158,4373
6737,7156,4373
6738,7154,4375
6739,7161,4370
6740,7160,4373
6741,7164,4377
6742,7167,4376
6743,7162,4380
6744,7162,4382
6745,7160,4383
6746,7156,4382
6747,7158,4383
6748,7154,4385
6749,7161,4382
6750,7168,4387
6751,7162,4387
6752,7157,4387
6753,7163,4384
6754,7165,4385
6755,7164,4382
6756,7164,4379
6757,7162,4384
6758,7161,4388
6759,7158,4385
6760,7156,4391
6761,7155,4386
6762,7149,4382
6763,7148,4383
6764,7153,4381
6765,7155,4387
6766,7158,4389
6767,7160,4395
6768,7166,4395
6769,7161,4390
6770,7166,4389
6771,7172,4393
6772,7167,4397
6773,7173,4402
6774,7172,4402
6775,7172,4404
6776,7176,4404
6777,7175,4404
6778,7176,4408
6779,7174,4406
6780,7169,4403
6781,7165,4409
6782,7170,4407
6783,7167,4407
6784,7173,4407
6785,7176,4403
6786,7177,4403
6787,7175,4407
6788,7179,4402
6789,7180,4399
6790,7177,4399
6791,7183,4398
6792,7188,4402
6793,7190,4400
6794,7196,4396
6795,7190,4393
6796,7196,4392
6797,7192,4393
6798,7192,4393
6799,7186,4396
6800,7181,4394
6801,7177,4396
6802,7182,4391
6803,7185,4392
6804,7180,4397
6805,7182,4403
6806,7176,4405
6807,7172,4404
6808,7178,4409
6809,7184,4408
6810,7184,4403
6811,7191,4400
6812,7195,4401
6813,7194,4398
6814,7191,4394
6815,7193,4390
6816,7190,4385
6817,7194,4382
6818,7200,4387
6819,7204,4383
6820,7207,4378
6821,7214,4375
6822,7209,4375
6823,7204,4374
6824,7212,4375
6825,7220,4373
6826,7222,4373
6827,7216,4370
6828,7224,4374
6829,7230,4375
6830,7230,4373
6831,7225,4375
6832,7225,4378
6833,7230,4380
6834,7225,4376
6835,7227,4373
6836,7234,4375
6837,7235,4381
6838,7229,4383
6839,7224,4385
6840,7220,4380
6841,7223,4375
6842,7231,4380
6843,7225,4380
6844,7225,4384
6845,7221,4388
6846,7228,4391
6847,7232,4386
6848,7230,4392
6849,7237,4392
6850,7236,4389
6851,7243,4388
6852,7250,4386
6853,7246,4381
6854,7247,4376
6855,7241,4373
6856,7238,4377
6857,7238,4377
6858,7240,4378
6859,7237,4375
6860,7235,4379
6861,7238,4385
6862,7240,4386
6863,7248,4381
6864,7244,4378
6865,7251,4378
6866,7253,4374
6867,7260,4370
6868,7254,4375
6869,7249,4381
6870,7255,4386
6871,7249,4385
6872,7251,4387
6873,7245,4388
6874,7239,4393
6875,7238,4390
6876,7239,4389
6877,7234,4387
6878,7238,4385
6879,7241,4391
6880,7237,4389
6881,7238,4388
6882,7239,4388
6883,7236,4384
6884,7231,4385
6885,7232,4385
6886,7226,4381
6887,7227,4378
6888,7233,4384
6889,7232,4382
6890,7233,4388
6891,7236,4394
6892,7237,4399
6893,7236,4401
6894,7237,4405
6895,7239,4406
6896,7242,4403
6897,7238,4402
6898,7232,4404
6899,7238,4407
6900,7232,4406
6901,7238,4409
6902,7234,4413
6903,7238,4409
6904,7235,4412
6905,7232,4417
6906,7236,4421
6907,7237,4416
6908,7237,4415
6909,7243,4413
6910,7247,4411
6911,7241,4410
6912,7235,4415
6913,7233,4416
6914,7239,4419
6915,7244,4418
6916,7240,4422
6917,7240,4427
6918,7241,4428
6919,7235,4429
6920,7229,4426
6921,7237,4427
6922,7238,4426
6923,7234,4432
6924,7235,4428
6925,7231,4432
6926,7227,4432
6927,7224,4438
6928,7219,4434
6929,7219,4436
6930,7215,4442
6931,7214,4438
6932,7209,4435
6933,7216,4439
6934,7222,4437
6935,7226,4434
6936,7230,4434
6937,7232,4430
6938,7239,4432
6939,7238,4430
6940,7239,4435
6941,7247,4440
6942,7250,4441
6943,7247,4443
6944,7245,4444
6945,7247,4443
6946,7253,4438
6947,7254,4433
6948,7257,4435
6949,7259,4434
6950,7260,4432
6951,7255,4431
6952,7255,4428
6953,7260,4428
6954,7257,4431
6955,7253,4435
6956,7258,4434
6957,7266,4433
6958,7265,4436
6959,7263,4436
6960,7270,4433
6961,7273,4430
6962,7273,4426
6963,7269,4431
6964,7264,4434
6965,7270,4439
6966,7272,4441
6967,7266,4445
6968,7274,4444
6969,7281,4448
6970,7276,4453
6971,7271,4459
6972,7268,4460
6973,7274,4458
6974,7282,4453
6975,7280,4456
6976,7278,4457
6977,7276,4455
6978,7274,4454
6979,7268,4455
6980,7275,4458
6981,7278,4459
6982,7278,4456
6983,7285,4456
6984,7293,4462
6985,7288,4461
6986,7296,4461
6987,7303,4466
6988,7300,4464
6989,7307,4461
6990,7305,4461
6991,7309,4460
6992,7313,4462
6993,7308,4466
6994,7308,4461
6995,7310,4456
6996,7308,4458
6997,7315,4458
6998,7319,4457
6999,7319,4462
7000,7319,4462
7001,7323,4466
7002,7326,4470
7003,7332,4468
7004,7331,4463
7005,7332,4459
7006,7336,4455
7007,7343,4460
7008,7339,4464
7009,7341,4460
7010,7345,4464
7011,7350,4469
7012,7350,4465
7013,7351,4465
7014,7355,4460
7015,7352,4462
7016,7355,4462
7017,7353,4466
7018,7352,4467
7019,7349,4471
7020,7347,4472
7021,7354,4474
7022,7351,4474
7023,7358,4471
7024,7355,4470
7025,7350,4465
7026,7347,4469
7027,7355,4469
7028,7363,4468
7029,7368,4473
7030,7371,4472
7031,7365,4471
7032,7363,4476
7033,7364,4472
7034,7369,4473
7035,7377,4468
7036,7382,4466
7037,7390,4463
7038,7386,4458
7039,7380,4462
7040,7376,4462
7041,7384,4462
7042,7380,4465
7043,7384,4464
7044,7378,4466
7045,7382,4466
7046,7386,4466
7047,7380,4462
7048,7382,4464
7049,7376,4469
7050,7379,4473
7051,7382,4468
7052,7389,4471
7053,7389,4476
7054,7397,4480
7055,7396,4481
7056,7395,4486
7057,7402,4486
7058,7409,4485
7059,7417,4490
7060,7417,4494
7061,7413,4497
7062,7419,4498
7063,7413,4500
7064,7411,4496
7065,7414,4493
7066,7409,4495
7067,7411,4498
7068,7408,4498
7069,7409,4496
7070,7407,4500
7071,7414,4496
7072,7421,4494
7073,7425,4493
7074,7422,4496
7075,7429,4499
7076,7428,4503
7077,7427,4509
7078,7431,4504
7079,7434,4503
7080,7430,4498
7081,7435,4497
7082,7439,4495
7083,7433,4500
7084,7438,4495
7085,7437,4495
7086,7439,4493
7087,7439,4488
7088,7436,4485
7089,7430,4490
7090,7426,4485
7091,7427,4490
7092,7424,4493
7093,7419,4491
7094,7427,4486
7095,7426,4485
7096,7427,4489
7097,7432,4494
7098,7438,4494
7099,7433,4497
7100,7428,4498
7101,7425,4501
7102,7425,4496
7103,7428,4502
7104,7431,4508
7105,7428,4503
7106,7422,4509
7107,7417,4510
7108,7412,4509
7109,7410,4511
7110,7416,4511
7111,7424,4510
7112,7427,4507
7113,7423,4502
7114,7427,4498
7115,7433,4493
7116,7434,4490
7117,7432,4496
7118,7426,4501
7119,7434,4500
7120,7442,4505
7121,7445,4508
7122,7449,4504
7123,7449,4503
7124,7449,4500
7125,7445,4498
7126,7452,4499
7127,7452,4495
7128,7449,4492
7129,7444,4488
7130,7450,4486
7131,7448,4489
7132,7456,4493
7133,7456,4489
7134,7455,4490
7135,7461,4486
7136,7457,4486
7137,7459,4492
7138,7454,4490
7139,7460,4486
7140,7468,4490
7141,7465,4495
7142,7468,4501
7143,7476,4503
7144,7473,4501
7145,7477,4499
7146,7485,4494
7147,7483,4489
7148,7491,4486
7149,7496,4483
7150,7496,4484
7151,7490,4488
7152,7489,4484
7153,7483,4489
7154,7490,4492
7155,7484,4489
7156,7484,4489
7157,7487,4492
7158,7484,4489
7159,7482,4488
7160,7490,4487
7161,7488,4493
7162,7482,4488
7163,7483,4491
7164,7486,4489
7165,7487,4492
7166,7484,4488
7167,7489,4494
7168,7487,4494
7169,7495,4500
7170,7499,4505
7171,7500,4505
7172,7506,4509
7173,7503,4512
7174,7505,4516
7175,7500,4519
7176,7503,4516
7177,7509,4517
7178,7507,4512
7179,7515,4510
7180,7522,4510
7181,7526,4507
7182,7521,4510
7183,7525,4514
7184,7530,4517
7185,7537,4517
7186,7537,4513
7187,7545,4517
7188,7541,4512
7189,7536,4513
7190,7533,4517
7191,7537,4514
7192,7535,4518
7193,7538,4515
7194,7538,4510
7195,7541,4513
7196,7537,4517
7197,7537,4520
7198,7532,4518
7199,7539,4521
7200,7546,4524
7201,7542,4519
7202,7536,4520
7203,7532,4526
7204,7531,4522
7205,7531,4523
7206,7538,4520
7207,7540,4524
7208,7543,4525
7209,7541,4523
7210,7536,4527
7211,7541,4530
7212,7543,4529
7213,7539,4526
7214,7542,4525
7215,7544,4523
7216,7543,4527
7217,7551,4522
7218,7556,4522
7219,7555,4526
7220,7551,4530
7221,7557,4527
7222,7557,4529
7223,7563,4531
7224,7566,4534
7225,7573,4540
7226,7568,4537
7227,7567,4535
7228,7572,4541
7229,7579,4547
7230,7578,4551
7231,7578,4555
7232,7584,4557
7233,7588,4554
7234,7593,4551
7235,7590,4550
7236,7585,4547
7237,7582,4551
7238,7577,4547
7239,7576,4551
7240,7583,4546
7241,7582,4551
7242,7576,4551
7243,7580,4552
7244,7574,4556
7245,7576,4559
7246,7571,4555
7247,7573,4552
7248,7578,4556
7249,7577,4562
7250,7575,4560
7251,7575,4556
7252,7570,4556
7253,7564,4553
7254,7563,4559
7255,7571,4561
7256,7571,4556
7257,7578,4552
7258,7586,4548
7259,7583,4554
7260,7581,4555
7261,7587,4559
7262,7583,4556
7263,7586,4554
7264,7583,4553
7265,7577,4548
7266,7575,4552
7267,7569,4555
7268,7575,4559
7269,7573,4557
7270,7575,4557
7271,7575,4561
7272,7570,4563
7273,7564,4565
7274,7570,4566
7275,7566,4569
7276,7571,4567
7277,7576,4563
7278,7573,4560
7279,7581,4566
7280,7576,4572
7281,7581,4569
7282,7577,4569
7283,7581,4574
7284,7579,4570
7285,7586,4568
7286,7582,4566
7287,7581,4563
7288,7587,4566
7289,7593,4570
7290,7595,4569
7291,7589,4572
7292,7583,4570
7293,7579,4567
7294,7582,4562
7295,7576,4559
7296,7580,4565
7297,7576,4570
7298,7577,4569
7299,7581,4564
7300,7581,4560
7301,7579,4555
7302,7574,4557
7303,7568,4555
7304,7564,4560
7305,7566,4557
7306,7561,4557
7307,7565,4557
7308,7561,4553
7309,7559,4553
7310,7559,4549
7311,7567,4546
7312,7562,4542
7313,7559,4541
7314,7563,4543
7315,7565,4539
7316,7560,4534
7317,7558,4534
7318,7558,4538
7319,7563,4543
7320,7567,4538
7321,7561,4541
7322,7563,4547
7323,7569,4550
7324,7575,4548
7325,7575,4552
7326,7571,4553
7327,7577,4550
7328,7581,4553
7329,7583,4548
7330,7578,4546
7331,7580,4549
7332,7580,4552
7333,7579,4556
7334,7585,4553
7335,7580,4552
7336,7577,4550
7337,7581,4555
7338,7583,4555
7339,7586,4558
7340,7591,4561
7341,7586,4556
7342,7589,4551
7343,7595,4556
7344,7593,4551
7345,7589,4546
7346,7588,4551
7347,7594,4548
7348,7592,4544
7349,7600,4539
7350,7600,4534
7351,7599,4532
7352,7600,4538
7353,7608,4535
7354,7615,4535
7355,7610,4539
7356,7604,4536
7357,7612,4540
7358,7609,4539
7359,7617,4545
7360,7625,4545
7361,7629,4549
7362,7631,4546
7363,7633,4547
7364,7641,4545
7365,7642,4544
7366,7637,4543
7367,7635,4549
7368,7632,4549
7369,7631,4547
7370,7625,4552
7371,7630,4556
7372,7628,4556
7373,7632,4553
7374,7636,4556
7375,7637,4553
7376,7641,4559
7377,7643,4562
7378,7649,4565
7379,7650,4565
7380,7646,4571
7381,7641,4571
7382,7641,4577
7383,7637,4582
7384,7634,4585
7385,7628,4584
7386,7625,4586
7387,7620,4591
7388,7615,4593
7389,7619,4588
7390,7614,4589
7391,7618,4585
7392,7616,4588
7393,7612,4593
7394,7615,4596
7395,7623,4591
7396,7623,4597
7397,7629,4602
7398,7630,4600
7399,7637,4596
7400,7644,4600
7401,7643,4595
7402,7648,4600
7403,7647,4598
7404,7655,4604
7405,7650,4599
7406,7648,4603
7407,7645,4605
7408,7646,4610
7409,7641,4612
7410,7638,4610
7411,7637,4609
7412,7633,4605
7413,7637,4605
7414,7645,4609
7415,7646,4610
7416,7651,4614
7417,7658,4614
7418,7656,4618
7419,7651,4613
7420,7649,4619
7421,7645,4616
7422,7644,4618
7423,7639,4622
7424,7634,4622
7425,7640,4626
7426,7642,4626
7427,7649,4632
7428,7648,4637
7429,7646,4633
7430,7640,4639
7431,7644,4639
7432,7639,4645
7433,7643,4648
7434,7649,4653
7435,7644,4659
7436,7650,4664
7437,7647,4669
7438,7641,4675
7439,7636,4679
7440,7638,4679
7441,7641,4679
7442,7645,4675
7443,7644,4678
7444,7641,4679
7445,7642,4678
7446,7645,4683
7447,7648,4682
7448,7649,4684
7449,7645,4684
7450,7644,4687
7451,7648,4691
7452,7648,4686
7453,7649,4689
7454,7647,4694
7455,7644,4690
7456,7647,4688
7457,7641,4694
7458,7644,4697
7459,7643,4700
7460,7648,4703
7461,7652,4699
7462,7660,4701
7463,7662,4702
7464,7664,4702
7465,7660,4697
7466,7660,4701
7467,7657,4698
7468,7652,4701
7469,7657,4706
7470,7659,4701
7471,7667,4706
7472,7672,4709
7473,7669,4706
7474,7677,4702
7475,7679,4701
7476,7680,4705
7477,7682,4708
7478,7682,4703
7479,7685,4704
7480,7681,4704
7481,7680,4706
7482,7684,4707
7483,7678,4713
7484,7672,4718
7485,7670,4719
7486,7674,4714
7487,7671,4717
7488,7676,4719
7489,7672,4725
7490,7678,4724
7491,7674,4730
7492,7681,4728
7493,7685,4724
7494,7691,4721
7495,7688,4722
7496,7682,4721
7497,7690,4718
7498,7694,4713
7499,7701,4715
7500,7699,4720
7501,7705,4719
7502,7708,4724
7503,7704,4727
7504,7698,4727
7505,7706,4726
7506,7709,4731
7507,7716,4733
7508,7716,4733
7509,7712,4734
7510,7709,4738
7511,7716,4736
7512,7723,4734
7513,7719,4734
7514,7720,4730
7515,7727,4731
7516,7726,4737
7517,7721,4733
7518,7723,4730
7519,7718,4730
7520,7714,4728
7521,7718,4730
7522,7713,4728
7523,7711,4729
7524,7708,4733
7525,7709,4732
7526,7712,4732
7527,7708,4734
7528,7702,4737
7529,7706,4736
7530,7704,4735
7531,7702,4737
7532,7710,4740
7533,7714,4739
7534,7721,4744
7535,7726,4743
7536,7734,4746
7537,7733,4751
7538,7737,4754
7539,7737,4750
7540,7731,4745
7541,7730,4743
7542,7735,4744
7543,7733,4750
7544,7740,4745
7545,7744,4749
7546,7743,4746
7547,7744,4751
7548,7745,4756
7549,7743,4754
7550,7742,4756
7551,7745,4754
7552,7750,4749
7553,7750,4744
7554,7753,4744
7555,7751,4750
7556,7757,4745
7557,7755,4746
7558,7751,4752
7559,7751,4754
7560,7746,4760
7561,7744,4764
7562,7749,4768
7563,7757,4765
7564,7752,4768
7565,7754,4774
7566,7750,4770
7567,7758,4775
7568,7761,4777
7569,7764,4782
7570,7760,4784
7571,7757,4788
7572,7755,4785
7573,7756,4780
7574,7750,4784
7575,7754,4785
7576,7761,4791
7577,7766,4794
7578,7761,4789
7579,7756,4793
7580,7755,4792
7581,7763,4796
7582,7760,4799
7583,7756,4795
7584,7764,4795
7585,7768,4801
7586,7764,4798
7587,7765,4804
7588,7769,4801
7589,7764,4802
7590,7772,4805
7591,7773,4803
7592,7781,4801
7593,7783,4797
7594,7778,4800
7595,7776,4798
7596,7783,4803
7597,7791,4801
7598,7797,4803
7599,7802,4805
7600,7800,4806
7601,7806,4803
7602,7802,4803
7603,7802,4801
7604,7805,4805
7605,7810,4804
7606,7815,4802
7607,7823,4807
7608,7829,4811
7609,7828,4813
7610,7827,4812
7611,7828,4813
7612,7823,4809
7613,7823,4810
7614,7820,4813
7615,7826,4812
7616,7833,4813
7617,7830,4812
7618,7837,4808
7619,7837,4806
7620,7840,4811
7621,7840,4810
7622,7842,4806
7623,7842,4810
7624,7848,4807
7625,7854,4804
7626,7858,4805
7627,7866,4808
7628,7873,4814
7629,7873,4810
7630,7875,4810
7631,7878,4808
7632,7872,4814
7633,7868,4812
7634,7867,4807
7635,7870,4809
7636,7866,4805
7637,7866,4810
7638,7865,4815
7639,7862,4815
7640,7859,4818
7641,7861,4824
7642,7867,4829
7643,7867,4831
7644,7874,4829
7645,7869,4832
7646,7873,4831
7647,7875,4831
7648,7882,4836
7649,7880,4836
7650,7885,4841
7651,7891,4837
7652,7885,4834
7653,7881,4833
7654,7877,4831
7655,7885,4834
7656,7880,4837
7657,7879,4836
7658,7879,4838
7659,7875,4839
7660,7883,4844
7661,7882,4844
7662,7886,4849
7663,7885,4850
7664,7882,4846
7665,7884,4842
7666,7881,4840
7667,7882,4842
7668,7886,4838
7669,7885,4833
7670,7887,4833
7671,7888,4829
7672,7882,4835
7673,7878,4841
7674,7875,4845
7675,7881,4849
7676,7881,4852
7677,7881,4848
7678,7888,4852
7679,7895,4849
7680,7901,4853
7681,7905,4857
7682,7907,4857
7683,7905,4859
7684,7900,4854
7685,7905,4852
7686,7910,4858
7687,7907,4860
7688,7905,4863
7689,7902,4869
7690,7898,4870
7691,7900,4867
7692,7897,4872
7693,7896,4875
7694,7904,4873
7695,7901,4878
7696,7904,4874
7697,7899,4879
7698,7901,4883
7699,7905,4884
7700,7899,4890
7701,7899,4886
7702,7900,4892
7703,7896,4892
7704,7897,4894
7705,7896,4895
7706,7896,4900
7707,7895,4901
7708,7891,4897
7709,7893,4894
7710,7888,4896
7711,7884,4900
7712,7880,4896
7713,7880,4893
7714,7874,4896
7715,7875,4900
7716,7871,4900
7717,7879,4896
7718,7881,4895
7719,7875,4897
7720,7881,4893
7721,7881,4896
7722,7880,4895
7723,7888,4896
7724,7888,4902
7725,7893,4908
7726,7896,4907
7727,7899,4906
7728,7904,4908
7729,7909,4911
7730,7910,4908
7731,7909,4909
7732,7911,4913
7733,7910,4917
7734,7908,4914
7735,7907,4913
7736,7914,4919
7737,7908,4925
7738,7914,4920
7739,7918,4917
7740,7922,4912
7741,7926,4914
7742,7923,4911
7743,7917,4907
7744,7912,4906
7745,7918,4908
7746,7926,4911
7747,7930,4916
7748,7936,4911
7749,7935,4916
7750,7940,4911
7751,7945,4912
7752,7944,4912
7753,7947,4911
7754,7949,4906
7755,7953,4911
7756,7947,4907
7757,7948,4904
7758,7948,4901
7759,7952,4899
7760,7956,4895
7761,7951,4891
7762,7946,4894
7763,7941,4889
7764,7944,4887
7765,7941,4885
7766,7943,4888
7767,7943,4893
7768,7946,4899
7769,7940,4895
7770,7947,4892
7771,7946,4889
7772,7950,4893
7773,7953,4896
7774,7959,4896
7775,7964,4895
7776,7958,4893
7777,7952,4893
7778,7948,4899
7779,7946,4897
7780,7953,4901
7781,7953,4900
7782,7954,4904
7783,7962,4902
7784,7959,4904
7785,7966,4907
7786,7960,4904
7787,7956,4905
7788,7955,4904
7789,7960,4909
7790,7955,4906
7791,7960,4905
7792,7962,4902
7793,7967,4898
7794,7966,4898
7795,7967,4898
7796,7963,4897
7797,7966,4898
7798,7968,4901
7799,7968,4905
7800,7972,4904
7801,7971,4909
7802,7974,4913
7803,7974,4915
7804,7972,4916
7805,7976,4911
7806,7982,4914
7807,7987,4910
7808,7984,4905
7809,7981,4901
7810,7976,4898
7811,7976,4902
7812,7973,4899
7813,7972,4905
7814,7979,4902
7815,7977,4900
7816,7980,4903
7817,7988,4907
7818,7982,4905
7819,7980,4907
7820,7986,4904
7821,7985,4899
7822,7983,4896
7823,7984,4900
7824,7979,4902
7825,7977,4906
7826,7983,4908
7827,7983,4912
7828,7977,4912
7829,7985,4918
7830,7992,4922
7831,7995,4920
7832,8002,4915
7833,7997,4920
7834,8002,4918
7835,8007,4917
7836,8004,4914
7837,7998,4920
7838,8001,4923
7839,8005,4929
7840,8010,4931
7841,8007,4931
7842,8004,4928
7843,8005,4928
7844,8001,4923
7845,7999,4927
7846,7995,4927
7847,7991,4932
7848,7998,4937
7849,8005,4938
7850,8007,4936
7851,8013,4941
7852,8015,4941
7853,8022,4945
7854,8016,4940
7855,8016,4936
7856,8021,4933
7857,8024,4928
7858,8023,4934
7859,8029,4931
7860,8036,4933
7861,8041,4936
7862,8041,4933
7863,8046,4936
7864,8053,4935
7865,8061,4930
7866,8069,4928
7867,8073,4924
7868,8079,4919
7869,8080,4917
7870,8077,4912
7871,8081,4910
7872,8081,4913
7873,8087,4910
7874,8092,4908
7875,8096,4914
7876,8092,4917
7877,8087,4917
7878,8084,4922
7879,8085,4923
7880,8079,4924
7881,8081,4923
7882,8075,4921
7883,8079,4923
7884,8087,4928
7885,8091,4933
7886,8090,4934
7887,8096,4929
7888,8094,4927
7889,8091,4925
7890,8098,4928
7891,8095,4925
7892,8095,4923
7893,8096,4929
7894,8097,4924
7895,8098,4920
7896,8100,4915
7897,8105,4916
7898,8113,4919
7899,8120,4915
7900,8115,4920
7901,8110,4923
7902,8117,4919
7903,8113,4924
7904,8118,4928
7905,8116,4924
7906,8111,4924
7907,8110,4924
7908,8109,4928
7909,8115,4928
7910,8109,4926
7911,8107,4926
7912,8105,4925
7913,8101,4930
7914,8104,4928
7915,8109,4927
7916,8113,4926
7917,8114,4927
7918,8120,4933
7919,8121,4935
7920,8129,4938
7921,8135,4944
7922,8142,4943
7923,8140,4942
7924,8136,4942
7925,8131,4947
7926,8133,4945
7927,8132,4945
7928,8126,4951
7929,8128,4949
7930,8122,4950
7931,8130,4951
7932,8131,4951
7933,8138,4949
7934,8133,4945
7935,8139,4940
7936,8143,4935
7937,8141,4938
7938,8146,4934
7939,8146,4930
7940,8144,4932
7941,8139,4930
7942,8139,4930
7943,8142,4935
7944,8149,4930
7945,8148,4925
7946,8153,4920
7947,8149,4917
7948,8146,4918
7949,8146,4913
7950,8154,4912
7951,8161,4910
7952,8158,4906
7953,8165,4909
7954,8166,4914
7955,8160,4913
7956,8163,4910
7957,8163,4909
7958,8171,4907
7959,8165,4906
7960,8170,4908
7961,8171,4905
7962,8178,4903
7963,8185,4909
7964,8181,4909
7965,8186,4913
7966,8190,4919
7967,8193,4923
7968,8196,4921
7969,8202,4920
7970,8209,4926
7971,8213,4929
7972,8217,4933
7973,8219,4937
7974,8218,4934
7975,8221,4940
